bts_id,siec,standard,lokalizacja
5039,Orange,GSM    IOT,Gryfino   
5040,Konkurent_2,GSM    ,Krzywiń   
5041,Konkurent_3,   5G ,Chełm   
5042,Orange,  LTE  ,Zduńska Wola  
5043,Konkurent_2,  LTE 5G ,Braniewo   
5044,Orange,GSM  LTE  ,Gryfów Śląski  
5045,Orange,GSM UMTS   ,Krzywiń   
5046,Konkurent_3,    IOT,Brusy   
5047,Konkurent_1, UMTS   ,Zakliczyn   
5048,Konkurent_1, UMTS   ,Dębica   
5049,Konkurent_2,GSM    IOT,Olsztynek   
5050,Orange, UMTS  5G ,Dobra   
5051,Konkurent_2,   5G ,Żarów   
5052,Konkurent_3, UMTS   ,Pyzdry   
5053,Konkurent_2,   5G ,Gołańcz   
5054,Konkurent_2,GSM    ,Frampol   
5055,Konkurent_3,    IOT,Mrozy   
5056,Konkurent_3,   5G ,Gryfino   
5057,Konkurent_2, UMTS   ,Zielonka   
5058,Konkurent_2, UMTS   ,Sośnicowice   
5059,Konkurent_3,  LTE  ,Krośniewice   
5060,Orange,GSM    ,Gołańcz   
5061,Konkurent_2, UMTS LTE  ,Woźniki   
5062,Konkurent_1,  LTE  ,Poddębice   
5063,Konkurent_3,  LTE  ,Zwoleń   
5064,Konkurent_3,GSM    ,Kamień Krajeński  
5065,Konkurent_2,GSM UMTS LTE  ,Szamocin   
5066,Konkurent_3,   5G ,Poznań   
5067,Orange,GSM UMTS LTE  ,Niepołomice   
5068,Konkurent_3,   5G ,Nowa Ruda  
5069,Orange, UMTS LTE  ,Chęciny   
5070,Konkurent_3,  LTE  IOT,Strzyżów   
5071,Orange,GSM  LTE 5G ,Białogard   
5072,Konkurent_2, UMTS   ,Ozimek   
5073,Konkurent_3,GSM UMTS   ,Przysucha   
5074,Orange,  LTE  ,Radzionków   
5075,Konkurent_2,GSM  LTE  ,Bolków   
5076,Konkurent_3, UMTS   ,Grybów   
5077,Konkurent_3,GSM  LTE  ,Bydgoszcz   
5078,Orange,   5G ,Chodzież   
5079,Orange,GSM UMTS  5G ,Przemyśl   
5080,Konkurent_2, UMTS  5G ,Kruszwica   
5081,Konkurent_2, UMTS LTE  ,Blachownia   
5082,Orange, UMTS   ,Ostrów Lubelski  
5083,Konkurent_2, UMTS LTE 5G ,Zabrze   
5084,Konkurent_2,GSM    ,Złocieniec   
5085,Konkurent_3,GSM    ,Maków Mazowiecki  
5086,Konkurent_2,  LTE  ,Puławy   
5087,Konkurent_2,GSM UMTS   ,Nysa   
5088,Orange, UMTS LTE  ,Wojnicz   
5089,Konkurent_3,GSM   5G ,Giżycko   
5090,Konkurent_1,GSM UMTS LTE  IOT,Kraków   
5091,Konkurent_2,GSM  LTE  ,Świętochłowice   
5092,Orange,  LTE  ,Brześć Kujawski  
5093,Konkurent_2,GSM  LTE  ,Brodnica   
5094,Konkurent_1, UMTS LTE 5G ,Biała Rawska  
5095,Orange, UMTS  5G ,Żarki   
5096,Konkurent_1, UMTS LTE  ,Wołczyn   
5097,Orange,GSM    ,Siedliszcze   
5098,Konkurent_3,GSM UMTS  5G ,Choszczno   
5099,Konkurent_2,GSM    ,Murowana Goślina  
5100,Orange, UMTS   ,Dobra   
5101,Konkurent_1,    IOT,Świątniki Górne  
5102,Orange,   5G ,Poniec   
5103,Orange,  LTE  ,Kańczuga   
5104,Konkurent_3,GSM UMTS LTE  ,Chocz   
5105,Konkurent_3, UMTS LTE  ,Frampol   
5106,Konkurent_2, UMTS  5G ,Konstantynów Łódzki  
5107,Orange, UMTS LTE  ,Suchowola   
5108,Konkurent_2, UMTS LTE  ,Nieszawa   
5109,Orange,GSM UMTS  5G ,Stalowa Wola  
5110,Konkurent_2,GSM UMTS   ,Bolków   
5111,Konkurent_3,GSM    IOT,Zwoleń   
5112,Orange,  LTE  ,Kolonowskie   
5113,Konkurent_3, UMTS LTE  ,Hel   
5114,Konkurent_3,  LTE 5G IOT,Syców   
5115,Konkurent_3,GSM UMTS  5G ,Międzybórz   
5116,Orange,GSM UMTS   ,Biała Piska  
5117,Konkurent_3,  LTE  ,Namysłów   
5118,Konkurent_3, UMTS   ,Sobótka   
5119,Konkurent_3, UMTS LTE  ,Sulechów   
5120,Konkurent_2,GSM    ,Aleksandrów Łódzki  
5121,Orange,GSM  LTE  IOT,Złoczew   
5122,Konkurent_1, UMTS LTE 5G ,Grabów nad Prosną 
5123,Konkurent_3,  LTE 5G ,Krasnobród   
5124,Konkurent_2,   5G ,Leszno   
5125,Konkurent_2, UMTS   ,Nakło nad Notecią 
5126,Konkurent_3,  LTE  ,Sulmierzyce   
5127,Konkurent_3, UMTS LTE  ,Skoki   
5128,Konkurent_2,GSM    ,Kruszwica   
5129,Orange,GSM   5G ,Gołdap   
5130,Orange, UMTS LTE 5G ,Łosice   
5131,Konkurent_2,GSM  LTE 5G ,Lądek-Zdrój   
5132,Konkurent_2, UMTS LTE 5G ,Prudnik   
5133,Orange, UMTS LTE  ,Wronki   
5134,Konkurent_1, UMTS LTE  ,Czeladź   
5135,Konkurent_1,   5G ,Suchowola   
5136,Orange, UMTS   ,Twardogóra   
5137,Konkurent_2,  LTE  ,Połaniec   
5138,Orange,GSM   5G ,Kleczew   
5139,Orange,   5G ,Nowe Miasteczko  
5140,Orange, UMTS   ,Mońki   
5141,Orange,GSM UMTS LTE 5G ,Stawiski   
5142,Orange, UMTS LTE  ,Radłów   
5143,Konkurent_3,GSM  LTE  ,Kołaczyce   
5144,Konkurent_1, UMTS  5G IOT,Kcynia   
5145,Konkurent_2,  LTE 5G ,Płońsk   
5146,Konkurent_2,   5G IOT,Pilawa   
5147,Konkurent_3,  LTE 5G ,Golczewo   
5148,Orange, UMTS   ,Mikołów   
5149,Orange, UMTS   ,Iłowa   
5150,Konkurent_1, UMTS  5G ,Wojkowice   
5151,Orange, UMTS LTE 5G ,Sobótka   
5152,Konkurent_2, UMTS LTE  ,Zalewo   
5153,Konkurent_1,GSM    ,Jawor   
5154,Konkurent_2, UMTS   ,Opatów   
5155,Konkurent_3,GSM  LTE  ,Darłowo   
5156,Orange,GSM    ,Śmigiel   
5157,Konkurent_3,  LTE 5G ,Kętrzyn   
5158,Orange,GSM    IOT,Ruciane-Nida   
5159,Orange,GSM UMTS LTE  ,Szczucin   
5160,Konkurent_1,GSM UMTS   ,Jedwabne   
5161,Konkurent_2,GSM UMTS   ,Jedlina-Zdrój   
5162,Konkurent_3,GSM    ,Babimost   
5163,Konkurent_2,  LTE  ,Więcbork   
5164,Konkurent_2,    IOT,Chociwel   
5165,Konkurent_2,GSM  LTE 5G ,Pszów   
5166,Orange, UMTS   IOT,Skierniewice   
5167,Orange,GSM  LTE 5G ,Rejowiec Fabryczny  
5168,Konkurent_1,  LTE  ,Ruciane-Nida   
5169,Konkurent_3,GSM   5G ,Katowice   
5170,Orange,GSM  LTE  ,Czarna Białostocka  
5171,Orange,  LTE  ,Pabianice   
5172,Orange,GSM    ,Nowa Dęba  
5173,Orange, UMTS   ,Szubin   
5174,Konkurent_3,  LTE  ,Rzeszów   
5175,Konkurent_3,   5G ,Rakoniewice   
5176,Konkurent_2,   5G ,Łaszczów   
5177,Konkurent_2,  LTE  ,Susz   
5178,Orange,GSM  LTE  ,Zawiercie   
5179,Konkurent_1,GSM    ,Olecko   
5180,Konkurent_2,   5G ,Braniewo   
5181,Orange,    IOT,Koprzywnica   
5182,Konkurent_3,  LTE  IOT,Oborniki Śląskie  
5183,Konkurent_2,GSM  LTE  ,Rybnik   
5184,Orange,GSM   5G ,Tychy   
5185,Orange,  LTE  ,Człuchów   
5186,Orange,  LTE  ,Piwniczna-Zdrój   
5187,Orange,  LTE  ,Milanówek   
5188,Orange,GSM    ,Lubin   
5189,Konkurent_2, UMTS LTE  ,Szczuczyn   
5190,Konkurent_3,GSM UMTS  5G ,Myślibórz   
5191,Konkurent_1,GSM UMTS   ,Kargowa   
5192,Orange, UMTS LTE  ,Inowrocław   
5193,Orange, UMTS LTE  ,Chęciny   
5194,Konkurent_3,GSM UMTS LTE  ,Skoczów   
5195,Konkurent_1,   5G ,Lubsko   
5196,Konkurent_3,  LTE  ,Karpacz   
5197,Orange,GSM UMTS   IOT,Limanowa   
5198,Konkurent_2,GSM UMTS LTE  ,Bochnia   
5199,Konkurent_3,GSM   5G ,Dynów   
5200,Orange,GSM UMTS LTE  ,Żarów   
5201,Konkurent_3,GSM    ,Tykocin   
5202,Orange,GSM    ,Brusy   
5203,Orange,  LTE  ,Szepietowo   
5204,Orange,  LTE  ,Kosów Lacki  
5205,Konkurent_2,GSM   5G ,Głuchołazy   
5206,Konkurent_3,GSM UMTS   ,Nowa Dęba  
5207,Konkurent_2, UMTS LTE  IOT,Świerzawa   
5208,Konkurent_3, UMTS   ,Kleszczele   
5209,Konkurent_3,GSM    IOT,Głogów Małopolski  
5210,Orange,GSM UMTS LTE  ,Trzciel   
5211,Konkurent_1,   5G ,Lubaczów   
5212,Orange,  LTE 5G IOT,Witkowo   
5213,Konkurent_2, UMTS LTE  ,Stryków   
5214,Orange,  LTE 5G ,Zwierzyniec   
5215,Konkurent_1,  LTE  ,Lipsk   
5216,Konkurent_2, UMTS   ,Knyszyn   
5217,Konkurent_2,GSM    ,Łuków   
5218,Orange,GSM    ,Międzyrzecz   
5219,Konkurent_2,GSM    ,Radziejów   
5220,Orange, UMTS   ,Ruciane-Nida   
5221,Orange, UMTS   ,Miechów   
5222,Konkurent_2,GSM    ,Skała   
5223,Konkurent_2,GSM  LTE 5G ,Piaski   
5224,Konkurent_2,GSM    ,Drohiczyn   
5225,Orange, UMTS LTE  ,Zwoleń   
5226,Konkurent_2,GSM  LTE  ,Chorzów   
5227,Orange,  LTE  ,Wolsztyn   
5228,Konkurent_3, UMTS   ,Przeworsk   
5229,Konkurent_2,GSM  LTE  ,Płoty   
5230,Orange, UMTS LTE 5G ,Gołdap   
5231,Konkurent_3,GSM UMTS LTE  ,Nowy Dwór Gdański 
5232,Orange, UMTS   IOT,Stargard   
5233,Konkurent_2, UMTS LTE  ,Sośnicowice   
5234,Konkurent_3,  LTE  ,Osiek   
5235,Orange,GSM UMTS   ,Krobia   
5236,Orange,  LTE  ,Bolków   
5237,Konkurent_1,  LTE  ,Grajewo   
5238,Konkurent_2,GSM  LTE  ,Dobra   
5239,Konkurent_1, UMTS   ,Starogard Gdański  
5240,Konkurent_2,GSM UMTS LTE  ,Golczewo   
5241,Orange,   5G ,Kamienna Góra  
5242,Orange,GSM  LTE 5G ,Zagórz   
5243,Orange,GSM UMTS   ,Skarszewy   
5244,Konkurent_3, UMTS   ,Lidzbark Warmiński  
5245,Orange,GSM  LTE  ,Jutrosin   
5246,Konkurent_1,  LTE  ,Tychy   
5247,Orange,GSM   5G ,Koniecpol   
5248,Konkurent_2, UMTS   ,Tarczyn   
5249,Konkurent_1,  LTE 5G ,Okonek   
5250,Konkurent_3,GSM   5G IOT,Tuszyn   
5251,Konkurent_3,GSM  LTE  IOT,Zbąszynek   
5252,Konkurent_2,GSM    ,Gorzów Wielkopolski  
5253,Orange, UMTS   ,Łask   
5254,Konkurent_1,GSM UMTS LTE  ,Poddębice   
5255,Konkurent_3,  LTE  ,Przedbórz   
5256,Orange,GSM  LTE 5G ,Bogatynia   
5257,Konkurent_2,GSM    IOT,Strzyżów   
5258,Orange,  LTE 5G ,Trzebiatów   
5259,Konkurent_2, UMTS LTE  ,Tczew   
5260,Konkurent_3, UMTS LTE  ,Skierniewice   
5261,Orange,  LTE 5G IOT,Nowa Sarzyna  
5262,Konkurent_3,GSM UMTS LTE  ,Świątniki Górne  
5263,Konkurent_1,   5G ,Jabłonowo Pomorskie  
5264,Konkurent_3, UMTS LTE  ,Pilawa   
5265,Konkurent_2,GSM UMTS LTE  ,Zagórz   
5266,Konkurent_2,  LTE  ,Nowy Dwór Gdański 
5267,Konkurent_2,  LTE 5G ,Żary   
5268,Orange,GSM    ,Oleszyce   
5269,Konkurent_1,GSM UMTS LTE 5G ,Lewin Brzeski  
5270,Konkurent_1,  LTE  ,Trzebnica   
5271,Orange,GSM UMTS   ,Ustka   
5272,Konkurent_1,GSM    ,Brzeg   
5273,Konkurent_1,  LTE 5G ,Węgorzyno   
5274,Konkurent_1, UMTS   ,Głogów   
5275,Konkurent_3,GSM    ,Bojanowo   
5276,Orange,   5G IOT,Nekla   
5277,Orange, UMTS  5G ,Książ Wielkopolski  
5278,Konkurent_1,  LTE  ,Nowy Dwór Mazowiecki 
5279,Orange,GSM UMTS  5G ,Głogówek   
5280,Konkurent_3, UMTS   ,Dąbrowa Białostocka  
5281,Konkurent_3,   5G ,Tuliszków   
5282,Konkurent_2,GSM UMTS   ,Chmielnik   
5283,Konkurent_3, UMTS   ,Lidzbark Warmiński  
5284,Orange, UMTS   ,Sztum   
5285,Orange,   5G ,Dąbrowa Białostocka  
5286,Konkurent_2,  LTE  ,Kożuchów   
5287,Orange,GSM UMTS  5G IOT,Sopot   
5288,Konkurent_2,GSM  LTE  ,Kowal   
5289,Konkurent_3,GSM  LTE  ,Węgorzewo   
5290,Konkurent_2, UMTS LTE  ,Krapkowice   
5291,Konkurent_2,  LTE  ,Biecz   
5292,Konkurent_3,GSM    IOT,Kietrz   
5293,Konkurent_3,GSM    ,Świdwin   
5294,Konkurent_3,  LTE  ,Nowe Miasteczko  
5295,Konkurent_2,  LTE  ,Wolbórz   
5296,Konkurent_3,GSM  LTE  ,Sompolno   
5297,Konkurent_2,GSM  LTE  IOT,Grodzisk Wielkopolski  
5298,Konkurent_2,  LTE  ,Nowe Brzesko  
5299,Konkurent_3,   5G ,Lubań   
5300,Konkurent_3,GSM  LTE  IOT,Skarżysko-Kamienna   
5301,Konkurent_3,GSM  LTE  ,Śrem   
5302,Orange,  LTE 5G ,Gdańsk   
5303,Konkurent_2, UMTS   ,Izbica Kujawska  
5304,Konkurent_1,  LTE  ,Sierpc   
5305,Orange, UMTS   ,Sandomierz   
5306,Orange,   5G ,Modliborzyce   
5307,Konkurent_2,GSM    ,Jelenia Góra  
5308,Konkurent_2,GSM  LTE  ,Lubraniec   
5309,Konkurent_3,GSM UMTS LTE 5G ,Pełczyce   
5310,Konkurent_2,GSM  LTE  ,Łosice   
5311,Konkurent_3, UMTS  5G IOT,Iłża   
5312,Konkurent_2,GSM   5G ,Wieleń   
5313,Konkurent_1,GSM   5G ,Radzyń Chełmiński  
5314,Konkurent_1,GSM    ,Sieniawa   
5315,Orange,GSM    ,Płońsk   
5316,Orange,  LTE  IOT,Namysłów   
5317,Konkurent_3, UMTS LTE  ,Pasłęk   
5318,Konkurent_3, UMTS LTE  ,Lidzbark Warmiński  
5319,Konkurent_3,  LTE  ,Sulejów   
5320,Konkurent_3,GSM  LTE  ,Sandomierz   
5321,Orange,  LTE  ,Wołczyn   
5322,Konkurent_2,GSM   5G ,Kolbuszowa   
5323,Orange, UMTS LTE  ,Baranów Sandomierski  
5324,Konkurent_3, UMTS LTE  ,Skała   
5325,Konkurent_3,GSM    ,Dzierżoniów   
5326,Konkurent_1,GSM UMTS  5G ,Bisztynek   
5327,Orange,GSM    ,Skalbmierz   
5328,Konkurent_2,  LTE  ,Działoszyn   
5329,Konkurent_1, UMTS LTE  ,Kudowa-Zdrój   
5330,Konkurent_3, UMTS   ,Toszek   
5331,Konkurent_3,GSM UMTS LTE  ,Szczuczyn   
5332,Konkurent_1,GSM    ,Lubniewice   
5333,Orange,GSM    ,Koronowo   
5334,Konkurent_3,  LTE  ,Baranów Sandomierski  
5335,Orange,GSM UMTS   ,Trzebiatów   
5336,Konkurent_3,    IOT,Nisko   
5337,Konkurent_3,GSM   5G ,Brzeziny   
5338,Konkurent_2, UMTS LTE  ,Kościerzyna   
5339,Konkurent_3,  LTE  IOT,Grójec   
5340,Konkurent_2, UMTS   ,Narol   
5341,Orange,GSM   5G ,Krynica Morska  
5342,Orange,  LTE 5G IOT,Węgorzyno   
5343,Konkurent_2,  LTE 5G ,Kostrzyn nad Odrą 
5344,Konkurent_3,GSM UMTS LTE  ,Kwidzyn   
5345,Orange,  LTE 5G ,Zalewo   
5346,Orange,   5G ,Lubniewice   
5347,Konkurent_3,  LTE  ,Połczyn-Zdrój   
5348,Konkurent_2, UMTS LTE 5G IOT,Rakoniewice   
5349,Konkurent_3,GSM  LTE 5G ,Ustrzyki Dolne  
5350,Konkurent_2,GSM  LTE 5G ,Olesno   
5351,Konkurent_3,   5G IOT,Jutrosin   
5352,Konkurent_2,GSM UMTS LTE 5G ,Wodzisław Śląski  
5353,Orange,  LTE 5G IOT,Mirsk   
5354,Konkurent_1,  LTE  ,Kock   
5355,Orange, UMTS  5G IOT,Kamień Pomorski  
5356,Orange, UMTS LTE  IOT,Osiek   
5357,Konkurent_3,  LTE  ,Tarczyn   
5358,Orange,GSM UMTS  5G ,Małogoszcz   
5359,Konkurent_2,GSM UMTS LTE  ,Kolbuszowa   
5360,Orange,  LTE 5G ,Krzywiń   
5361,Orange,GSM UMTS   ,Lwówek Śląski  
5362,Konkurent_3,GSM UMTS LTE  ,Knurów   
5363,Konkurent_2,GSM    ,Zabłudów   
5364,Orange,    IOT,Świerzawa   
5365,Orange,GSM    ,Nowe Miasto Lubawskie 
5366,Konkurent_2,  LTE  IOT,Głogów   
5367,Konkurent_2, UMTS LTE  ,Sieradz   
5368,Konkurent_3,  LTE  ,Mrocza   
5369,Konkurent_3,GSM    ,Choroszcz   
5370,Orange, UMTS LTE  ,Chełmek   
5371,Konkurent_1, UMTS LTE 5G ,Żuromin   
5372,Orange,GSM  LTE  ,Kunów   
5373,Konkurent_3,    IOT,Sztum   
5374,Konkurent_1,  LTE  ,Choszczno   
5375,Konkurent_1,GSM  LTE  ,Mszczonów   
5376,Konkurent_1,GSM UMTS   IOT,Buk   
5377,Konkurent_3, UMTS  5G IOT,Korsze   
5378,Konkurent_2,GSM UMTS LTE  IOT,Nowe   
5379,Orange, UMTS   IOT,Szklarska Poręba  
5380,Konkurent_2,GSM UMTS   ,Otmuchów   
5381,Konkurent_3, UMTS   ,Dolsk   
5382,Orange,  LTE 5G ,Katowice   
5383,Konkurent_1, UMTS LTE  ,Kętrzyn   
5384,Konkurent_2,GSM UMTS LTE  ,Nowa Sól  
5385,Konkurent_3,GSM UMTS LTE  IOT,Płock   
5386,Konkurent_2,  LTE  ,Suchowola   
5387,Orange,GSM  LTE  ,Krapkowice   
5388,Konkurent_3,   5G ,Wyrzysk   
5389,Orange,  LTE 5G ,Lębork   
5390,Orange,GSM    ,Krynica Morska  
5391,Orange,GSM    ,Mosina   
5392,Konkurent_3,GSM  LTE 5G ,Ryglice   
5393,Konkurent_2,GSM  LTE  ,Nowy Sącz  
5394,Konkurent_3,GSM  LTE  ,Zambrów   
5395,Orange,GSM  LTE  ,Piekary Śląskie  
5396,Konkurent_1,GSM  LTE 5G ,Ścinawa   
5397,Konkurent_2,GSM UMTS   ,Złocieniec   
5398,Konkurent_1,   5G ,Lubniewice   
5399,Konkurent_2,  LTE  ,Tuchów   
5400,Konkurent_2, UMTS   IOT,Otmuchów   
5401,Orange, UMTS LTE 5G IOT,Różan   
5402,Konkurent_2,GSM UMTS   ,Nowogrodziec   
5403,Konkurent_2, UMTS   ,Brodnica   
5404,Konkurent_1, UMTS   IOT,Reszel   
5405,Orange,GSM  LTE  ,Piaseczno   
5406,Konkurent_3,GSM   5G ,Bytom Odrzański  
5407,Konkurent_1,    IOT,Ciechanowiec   
5408,Konkurent_3, UMTS LTE  ,Żelechów   
5409,Orange,   5G IOT,Kalwaria Zebrzydowska  
5410,Orange,  LTE  ,Nowogród   
5411,Konkurent_2,GSM UMTS   ,Kętrzyn   
5412,Konkurent_3,  LTE  ,Wieliczka   
5413,Konkurent_1, UMTS   ,Wiązów   
5414,Konkurent_2, UMTS   ,Drezdenko   
5415,Konkurent_3,GSM  LTE  ,Zagórów   
5416,Konkurent_2, UMTS   ,Ujście   
5417,Konkurent_2,  LTE  IOT,Ostrołęka   
5418,Orange,   5G ,Wieluń   
5419,Konkurent_1,GSM  LTE  ,Węgorzyno   
5420,Konkurent_2,GSM    ,Jarosław   
5421,Orange,GSM UMTS LTE  ,Tuchów   
5422,Konkurent_1,GSM   5G ,Ozorków   
5423,Orange,GSM UMTS   IOT,Kielce   
5424,Konkurent_2,GSM UMTS LTE  ,Stalowa Wola  
5425,Konkurent_3,GSM  LTE 5G ,Puławy   
5426,Konkurent_2,GSM  LTE  ,Końskie   
5427,Orange,    IOT,Zator   
5428,Konkurent_2, UMTS LTE  ,Pruchnik   
5429,Konkurent_2,GSM UMTS   ,Wieluń   
5430,Konkurent_3,GSM   5G IOT,Nekla   
5431,Orange,GSM  LTE 5G ,Lubliniec   
5432,Konkurent_1, UMTS  5G ,Zbąszynek   
5433,Orange, UMTS   IOT,Ostrów Wielkopolski  
5434,Konkurent_2,GSM UMTS LTE 5G ,Rzepin   
5435,Konkurent_2, UMTS   ,Olszyna   
5436,Konkurent_3, UMTS   ,Wieliczka   
5437,Orange,GSM  LTE 5G IOT,Szczawno-Zdrój   
5438,Konkurent_2, UMTS  5G ,Czempiń   
5439,Orange,GSM UMTS  5G ,Bełżyce   
5440,Konkurent_2, UMTS LTE  ,Krzywiń   
5441,Konkurent_2,GSM  LTE  IOT,Maszewo   
5442,Konkurent_3,    IOT,Nysa   
5443,Orange,GSM  LTE  ,Zabrze   
5444,Konkurent_1,GSM UMTS   ,Namysłów   
5445,Konkurent_2,GSM    ,Starogard Gdański  
5446,Konkurent_3,GSM  LTE  IOT,Zalewo   
5447,Konkurent_1,  LTE  ,Kołobrzeg   
5448,Konkurent_1, UMTS LTE  ,Międzybórz   
5449,Konkurent_2, UMTS LTE 5G ,Ząbki   
5450,Konkurent_3,GSM    ,Kietrz   
5451,Orange,GSM UMTS   ,Kolno   
5452,Konkurent_3, UMTS LTE  ,Świebodzice   
5453,Konkurent_2,  LTE 5G ,Kościan   
5454,Orange,  LTE  ,Osieczna   
5455,Orange,   5G ,Debrzno   
5456,Konkurent_2, UMTS   ,Moryń   
5457,Konkurent_2,    IOT,Krzepice   
5458,Konkurent_1, UMTS   ,Żary   
5459,Orange,  LTE  ,Stepnica   
5460,Orange, UMTS   ,Kamień Pomorski  
5461,Orange,GSM    ,Włocławek   
5462,Orange,GSM  LTE 5G ,Pszczyna   
5463,Konkurent_3,GSM    ,Czarne   
5464,Konkurent_2,GSM  LTE  IOT,Przeworsk   
5465,Orange,  LTE  ,Bełżyce   
5466,Konkurent_2, UMTS  5G ,Ostrów Wielkopolski  
5467,Konkurent_1,   5G ,Tuchów   
5468,Konkurent_3,GSM   5G ,Rumia   
5469,Konkurent_2,  LTE  ,Piaseczno   
5470,Konkurent_2,  LTE 5G ,Golub-Dobrzyń   
5471,Konkurent_2, UMTS LTE  ,Pilzno   
5472,Konkurent_1,  LTE  ,Dąbrowa Białostocka  
5473,Orange,GSM  LTE  ,Kazimierza Wielka  
5474,Konkurent_1, UMTS   ,Ośno Lubuskie  
5475,Konkurent_3,GSM    ,Rydułtowy   
5476,Konkurent_1,GSM  LTE  ,Żnin   
5477,Konkurent_3,   5G ,Mysłowice   
5478,Konkurent_3,  LTE  ,Andrychów   
5479,Konkurent_2,    IOT,Kalety   
5480,Konkurent_1,GSM UMTS   ,Obrzycko   
5481,Konkurent_1,GSM    ,Gdańsk   
5482,Orange,GSM    ,Kraśnik   
5483,Konkurent_1, UMTS   ,Czaplinek   
5484,Konkurent_2,GSM   5G ,Żory   
5485,Konkurent_3,  LTE  IOT,Ślesin   
5486,Orange,  LTE  ,Sosnowiec   
5487,Konkurent_1,  LTE  ,Olsztyn   
5488,Konkurent_3,  LTE 5G IOT,Blachownia   
5489,Konkurent_3,GSM    ,Zduńska Wola  
5490,Orange, UMTS LTE 5G ,Kazimierz Dolny  
5491,Konkurent_2, UMTS   ,Reszel   
5492,Konkurent_1, UMTS   ,Milanówek   
5493,Konkurent_3,GSM  LTE 5G ,Sianów   
5494,Konkurent_3,GSM   5G ,Baranów Sandomierski  
5495,Orange,  LTE 5G ,Zgorzelec   
5496,Konkurent_3, UMTS  5G ,Koźmin Wielkopolski  
5497,Konkurent_1,GSM    ,Połaniec   
5498,Konkurent_2, UMTS   ,Golina   
5499,Konkurent_3,  LTE 5G ,Pakość   
5500,Konkurent_3,  LTE  ,Władysławowo   
5501,Konkurent_3,GSM    ,Piaski   
5502,Orange, UMTS   ,Kałuszyn   
5503,Konkurent_2, UMTS LTE 5G ,Poniatowa   
5504,Konkurent_2,  LTE 5G ,Wiązów   
5505,Konkurent_2,GSM  LTE 5G ,Sułkowice   
5506,Konkurent_1, UMTS LTE  ,Stary Sącz  
5507,Konkurent_1,GSM    ,Siewierz   
5508,Konkurent_1,GSM UMTS LTE  ,Kalisz Pomorski  
5509,Orange,  LTE 5G ,Gubin   
5510,Konkurent_3,  LTE  ,Kozienice   
5511,Orange, UMTS LTE 5G ,Zielonka   
5512,Orange,GSM  LTE  ,Siedlce   
5513,Konkurent_2,  LTE  ,Wałbrzych   
5514,Konkurent_3,  LTE  ,Gryfino   
5515,Orange,  LTE  ,Gniewkowo   
5516,Konkurent_3,GSM  LTE  ,Olsztyn   
5517,Konkurent_2, UMTS   ,Wołomin   
5518,Konkurent_3, UMTS LTE  ,Miłomłyn   
5519,Konkurent_3, UMTS   ,Witnica   
5520,Konkurent_3,GSM    ,Cedynia   
5521,Orange, UMTS   ,Krynica-Zdrój   
5522,Konkurent_3,GSM  LTE  ,Krzyż Wielkopolski  
5523,Konkurent_2,GSM  LTE  ,Rychwał   
5524,Konkurent_3,GSM    ,Sopot   
5525,Konkurent_2,  LTE  ,Słupsk   
5526,Konkurent_3,  LTE  ,Boguszów-Gorce   
5527,Orange,GSM UMTS   ,Chełmno   
5528,Konkurent_3,GSM UMTS LTE  IOT,Wschowa   
5529,Konkurent_3,  LTE  ,Krobia   
5530,Orange,GSM  LTE 5G ,Jedlicze   
5531,Konkurent_1,  LTE  ,Koziegłowy   
5532,Konkurent_3,  LTE  ,Wąbrzeźno   
5533,Konkurent_2,GSM    ,Łomża   
5534,Konkurent_1,GSM  LTE  ,Suwałki   
5535,Konkurent_2,  LTE  ,Wolbrom   
5536,Konkurent_2,GSM UMTS LTE  ,Kozienice   
5537,Orange,  LTE  IOT,Barczewo   
5538,Orange,  LTE  ,Iława   
5539,Konkurent_2,GSM UMTS LTE  ,Góra   
5540,Konkurent_3,GSM    ,Ostrzeszów   
5541,Orange,GSM UMTS   ,Janikowo   
5542,Konkurent_3,GSM UMTS LTE  ,Biała Podlaska  
5543,Orange, UMTS   ,Siewierz   
5544,Konkurent_2,GSM    ,Góra Kalwaria  
5545,Konkurent_3,  LTE  ,Jędrzejów   
5546,Konkurent_2,  LTE  ,Krobia   
5547,Konkurent_1,  LTE  ,Szczecinek   
5548,Konkurent_3,   5G ,Andrychów   
5549,Konkurent_2, UMTS   IOT,Międzyrzec Podlaski  
5550,Konkurent_2,  LTE  IOT,Końskie   
5551,Konkurent_1, UMTS LTE  ,Oborniki Śląskie  
5552,Konkurent_2, UMTS   ,Kłecko   
5553,Konkurent_1,GSM  LTE 5G ,Leśnica   
5554,Orange,GSM UMTS LTE  ,Lubsko   
5555,Orange,GSM    ,Chociwel   
5556,Konkurent_3,GSM UMTS LTE 5G ,Jasień   
5557,Konkurent_2, UMTS LTE 5G IOT,Radzyń Chełmiński  
5558,Konkurent_3, UMTS LTE 5G ,Dolsk   
5559,Konkurent_1,GSM  LTE  ,Włocławek   
5560,Orange,    IOT,Kargowa   
5561,Konkurent_2, UMTS  5G ,Rydułtowy   
5562,Konkurent_3,GSM UMTS   ,Pełczyce   
5563,Konkurent_3,GSM UMTS LTE  ,Konstantynów Łódzki  
5564,Orange,  LTE  ,Kowary   
5565,Konkurent_3,  LTE  ,Rabka-Zdrój   
